Geneid,DRR084259,DRR084260,DRR084261,DRR084262,DRR084263,DRR084264,DRR084265,DRR084266,DRR084267
SAOUHSC_A02169,0,0,2,0,0,1,0,0,0
SAOUHSC_02281,24,14,24,18,21,15,36,14,33
SAOUHSC_02282,30,11,27,21,22,16,31,18,25
SAOUHSC_02283,0,0,2,0,3,1,1,0,3
SAOUHSC_02284,8,9,17,8,8,8,25,11,24
SAOUHSC_02285,19,22,32,18,15,11,42,15,22
SAOUHSC_02286,25,23,30,15,19,25,31,8,34
SAOUHSC_02287,23,23,38,10,17,19,32,12,21
leuD,13,8,20,2,12,14,19,9,11
SAOUHSC_02289,3,11,26,10,24,19,23,8,19
SAOUHSC_R00014,221.07,141.93,195.25,275.40,524.33,378.00,120.20,64.00,134.87
SAOUHSC_R0009,2723287.33,2371613.72,3960225.43,1794085.96,3336008.84,2524827.09,3667636.33,1329824.20,2708146.53
SAOUHSC_R0004,1527076.32,1308490.65,2199987.75,989076.90,1924279.42,1440947.86,2048374.65,773375.59,1562346.33
SAOUHSC_T00025,5.50,7,8.50,1.50,8,7,5.50,3.50,2
SAOUHSC_T00034,11,12,10,8,14,11,12,5,11
SAOUHSC_02294,1,1,0,0,1,0,0,0,1
SAOUHSC_02296,126,100,200,111,232,193,208,84,153
SAOUHSC_02297,455,444,677,495,909,656,773,257,539
SAOUHSC_02298,622,563,847,379,762,526,924,447,959
SAOUHSC_02299,278,246,401,161,372,269,432,166,415
SAOUHSC_02300,90,93,129,73,106,62,133,23,75
SAOUHSC_A02189,0,7,20,3,9,2,10,2,8
SAOUHSC_02303,735,730,1104,583,1049,725,943,392,731
SAOUHSC_02304,96,81,111,58,111,86,122,48,88
SAOUHSC_02305,328,284,496,211,479,361,551,172,318
acpS,99,104,158,80,169,119,160,63,118
SAOUHSC_02307,130,104,181,103,231,154,184,72,151
SAOUHSC_02308,332,273,479,286,563,390,443,171,333
SAOUHSC_02309,48,50,77,56,93,59,85,31,55
SAOUHSC_02310,33,22,50,26,42,25,45,22,28
SAOUHSC_02311,31,34,64,26,55,32,50,30,39
SAOUHSC_02312,11,4,6,3,3,8,11,2,2
SAOUHSC_02313,2,0,2,3,0,2,1,0,0
SAOUHSC_02314,27,35,61,29,61,41,48,37,72
SAOUHSC_02315,10,15,18,7,15,15,16,15,22
SAOUHSC_02316,2340,1753,2847,3671,6667,4208,1990,545,1004
SAOUHSC_02317,838,784,1190,542,1162,922,1479,666,1216
ddl,683,706,1101,528,963,697,1227,486,949
SAOUHSC_02319,249,231,348,208,407,280,379,104,237
SAOUHSC_02320,302,231,302,170,354,263,300,99,215
SAOUHSC_02321,43,36,59,52,106,64,60,21,42
SAOUHSC_02322,18,19,29,23,37,23,28,7,16
SAOUHSC_02323,283,267,482,200,407,322,469,208,378
SAOUHSC_02324,165,125,220,79,160,129,247,87,153
SAOUHSC_02325,69,61,103,41,81,69,112,36,74
SAOUHSC_02326,8,16.50,15.50,4,9.50,5,15.50,4.50,7
SAOUHSC_02327,1155,1107,1479,895,1747,1084,1343,329,670
thiE,10,7,14,10,34,10,11,6,4
SAOUHSC_02329,14,14,31,22,45,35,26,8,19
SAOUHSC_02330,11,16,23,31,38,47,15,5,15
SAOUHSC_02331,10,15,17,13,37,24,13,1,8
SAOUHSC_02332,10,7,10,8,25,19,8,5,7
SAOUHSC_02333,6,5,12,13,20,10,19,14,18
SAOUHSC_02334,40,49,64,27,45,32,82,20,62
SAOUHSC_02335,76,76,120,53,79,77,111,52,87
fabZ,467,360,636,350,706,468,579,244,416
SAOUHSC_02337,1184,1000,1714,1074,2010,1483,1583,576,1009
SAOUHSC_02338,89,71,115,83,152,94,112,46,96
SAOUHSC_02339,3,3,4,1,1,1,0,1,1
atpC,1216,1169,1793,683,1310,1123,1844,409,893
SAOUHSC_02341,3284,3015,4826,1969,3802,3009,4775,1294,2677
SAOUHSC_02343,2327,2437,3816,1438,3089,2255,3307,1051,2090
SAOUHSC_02345,3160,3163,5072,2108,4279,3205,4610,1468,2755
SAOUHSC_02346,1169,1184,1794,763,1584,1204,1568,526,1041
SAOUHSC_02347,1213,1219,1848,795,1458,1088,1654,505,945
SAOUHSC_02349,1109,1085,1785,776,1566,1142,1536,522,988
SAOUHSC_02350,1944,1786,2924,1132,2358,1823,2575,818,1523
SAOUHSC_02351,772,811,1291,564,1154,761,1087,411,778
SAOUHSC_02352,1690,1622,2734,1188,2349,1664,2339,1057,2017
upp,658,624,1013,448,800,634,820,340,679
glyA,2038,1837,3139,1366,2752,2138,2817,1267,2366
SAOUHSC_02355,1364,1108,1897,862,1738,1306,1624,823,1617
SAOUHSC_02356,99,91,135,58,167,101,126,40,79
SAOUHSC_02357,209,199,303,156,340,269,269,86,187
SAOUHSC_02358,339,334,536,321,647,478,418,119,203
prfA,454,402,696,456,896,592,518,162,317
SAOUHSC_02360,278,238,433,298,590,448,284,107,187
rpmE2,736,715,1007,853,1646,1312,1046,192,414
rho,1609,1500,2325,1812,3464,2405,2337,888,1696
SAOUHSC_02363,262,198,344,231,443,347,495,221,342
SAOUHSC_02364,287,221,382,212,450,367,422,149,301
SAOUHSC_02365,421,397,667,319,638,467,625,261,573
SAOUHSC_02366,4491,3925,5965,2900,5409,4003,6327,2213,4352
SAOUHSC_02367,150,128,193,91,146,110,214,59,123
pyrG,781,604,958,1079,1975,1308,852,194,343
SAOUHSC_02369,710,615,971,970,1932,1330,972,377,644
SAOUHSC_02370,75,69,111,83,162,136,119,34,57
SAOUHSC_02371,152,127,205,176,420,258,165,51,117
SAOUHSC_02372,348,326,546,320,588,451,544,172,388
SAOUHSC_02373,322,263,405,171,392,289,389,136,258
SAOUHSC_02374,382,319,478,231,463,330,469,202,335
SAOUHSC_02375,302,257,431,321,566,482,460,217,403
SAOUHSC_02376,50,70,101,49,76,55,117,18,53
SAOUHSC_02377,323,279,431,138,318,230,384,135,260
SAOUHSC_02378,3,3,3,3,2,1,11,2,4
SAOUHSC_02379,177,188,285.50,130,251.50,179,251.50,97,170
deoD,819,840,1269,1135,1979,1421,1325,369,717
SAOUHSC_02381,498,578,690,152,242,259,600,251,668
SAOUHSC_02382,138,185,227,38,112,65,134,82,234
SAOUHSC_02383,388,348,596,277,513,345,593,241,474
SAOUHSC_02384,94,85,144,93,141,116,156,43,84
SAOUHSC_02385,344,323,508,291,546,436,498,144,363
SAOUHSC_02386,139,106,182,93,189,141,143,90,155
SAOUHSC_02387,8,14,21,9,22,17,17,9,15
SAOUHSC_02388,19,11,39,27,40,36,24,16,24
SAOUHSC_02389,79,91,142,82,141,136,172,63,128
SAOUHSC_02390,520,689,979,267,387,286,1454,413,778
SAOUHSC_02391,286,293,390,188,458,326,476,145,262
SAOUHSC_02393,136,143,193,96,195,111,173,65,136
SAOUHSC_02394,0,2,0,1,1,1,0,0,0
SAOUHSC_02396,159,128,250,115,205,146,254,86,157
SAOUHSC_02397,53,45,71,44,56,52,53,30,43
SAOUHSC_02399,1105,1246,1697,518,946,677,1504,591,1340
SAOUHSC_02400,41,30,57,37,56,55,30,17,29
SAOUHSC_02401,39,29,47,18,56,30,51,21,27
SAOUHSC_02402,11,7,15,10,14,6,18,4,16
SAOUHSC_02403,22,27,35,11,27,17,32,7,28
SAOUHSC_02404,75,66,110,69,133,89,77,30,67
glmM,762,863,1197,610,1227,894,1218,523,1109
SAOUHSC_02406,180,216,303,171,342,222,291,137,236
SAOUHSC_02407,200,205,313,190,375,245,304,106,218
SAOUHSC_02409,53,42,72,41,74,54,90,32,67
SAOUHSC_02411,0,1,0.50,0,3,0,1.50,1,1
SAOUHSC_T00037,0,0,0,0,0,0,0,0,0
SAOUHSC_02412,0,0,0,0,0,0,0,0,0
SAOUHSC_T00017,0,0,0,0,0,0,0,0,0
SAOUHSC_T00058,17.50,21,19,33.50,37,39,23,8,13.50
SAOUHSC_T00061,22.33,22.67,26.50,30.17,54.17,30.17,20.17,5.83,20.50
SAOUHSC_T00020,7.17,6.33,8.83,9.83,14.67,9.50,9.50,2.33,5.17
SAOUHSC_T00010,19.83,20.50,21.67,22.33,53.67,39.17,17.67,6.33,10.33
SAOUHSC_R00015,99.83,76.67,97.02,102.47,138.20,97.72,98.40,23.83,57.80
SAOUHSC_R00010,2723868.16,2372070.37,3961083.51,1794437.21,3336732.79,2525264.42,3668491.16,1330063.03,2708683.11
SAOUHSC_T00029,8.50,5.50,8.50,6,10,6.50,15,3.50,4.50
SAOUHSC_R0005,1436245.80,1239161.54,2076808.37,936578.30,1817144.13,1350169.41,1919488.53,726448.58,1467744.73
SAOUHSC_02416,2,0,0,1,5,1,0,0,0
SAOUHSC_02418,74,81,90,69,128,98,139,51,72
SAOUHSC_02419,81,79,126,93,142,122,149,34,63
SAOUHSC_02420,93,100,137,88,164,133,158,48,110
SAOUHSC_02422,307,215,403,219,411,329,344,123,229
SAOUHSC_02423,444,380,688,437,747,551,646,215,415
SAOUHSC_02424,141,143,227,145,273,187,229,58,124
SAOUHSC_02425,22,22,33,26,24,26,65,18,35
SAOUHSC_02426,270,227,301,135,298,192,211,60,116
SAOUHSC_02427,112,87,137,94,132,132,214,68,110
SAOUHSC_02428,115,116,138,113,217,187,257,91,136
SAOUHSC_02430,381,304,493,424,712,516,899,265,401
SAOUHSC_02432,1,0,0,0,0,0,2,0,0
SAOUHSC_02433,72,54,95,67,125,101,118,51,71
SAOUHSC_02434,77,84,157,118,192,129,135,63,114
SAOUHSC_02435,35,40,53,45,74,64,73,26,44
SAOUHSC_02436,145,132,228,103,173,129,242,89,154
SAOUHSC_02441,53,52,57,36,60,31,69,28,43
SAOUHSC_02442,7,4,6,4,5,5,11,3,3
SAOUHSC_02443,23,9,26,7,22,15,26,5,11
SAOUHSC_02444,5,5,8,3,6,6,8,2,4
SAOUHSC_02445,85,67,130,73,113,86,174,76,122
SAOUHSC_02447,271,217,375,181,329,266,534,199,328
SAOUHSC_02448,215,202,357,210,388,289,451,170,328
SAOUHSC_02449,23,23,38,23,41,25,38,13,30
SAOUHSC_02450,8,11,23,9,20,15,15,8,11
SAOUHSC_02451,2,1,1,0,3,3,1,2,0
SAOUHSC_02452,2,7,1,0,5,3,1,1,1
SAOUHSC_02453,4,5,3,2,9,7,4,3,7
SAOUHSC_02454,0,0,1,3,3,2,1,1,2
SAOUHSC_02455,2,1,0,2,3,0,1,0,4
SAOUHSC_02456,89,81,148,151,263,192,129,69,139
SAOUHSC_02457,85,77,105,57,116,86,133,46,80
SAOUHSC_A02331,50,49,47,35,60,45,50,21,63
SAOUHSC_02458,37,29,47,34,53,37,64,21,60
SAOUHSC_02459,0,0,1,4,1,3,1,0,0
SAOUHSC_02460,60,78,113,29,55,74,142,61,135
SAOUHSC_02461,13,16,17,7,12,14,24,10,8
SAOUHSC_02462,1,1,5,0,0,2,1,0,2
SAOUHSC_02463,41,39,53,17,29,25,81,21,56
SAOUHSC_02464,81,78,138,85,166,123,115,67,151
SAOUHSC_02465,40,28,61,28,72,56,65,24,32
SAOUHSC_02467,33,40,67,37,61,64,96,38,37
SAOUHSC_02468,134,108,229,117,253,206,287,126,182
SAOUHSC_02469,2,1,2,0,3,0,2,1,1
SAOUHSC_02470,27,33,51,40,65,63,75,21,47
SAOUHSC_02471,199,217,332,267,528,289,306,135,282
SAOUHSC_02472,136,125,197,135,250,194,166,56,142
SAOUHSC_02473,6,2,9,8,11,9,6,2,5
SAOUHSC_02474,161,133,238,175,339,273,199,103,207
SAOUHSC_02475,51,49,79,77,141,103,83,25,59
SAOUHSC_02476,35,29,43,21,37,26,39,18,39
rpsI,1814,1490.50,2420.50,1824.50,3581,2611,1904,496,905
rplM,1706,1365,2313,2117,4498,2621,1548,564,892
truA,199,219,349,179,325,233,332,126,225
SAOUHSC_02481,198,149,302,141,288,201,285,99,197
cbiO,441,362,650,343,653,478,606,272,504
rplQ,642,514,771,439,693,471,659,175,300
SAOUHSC_02485,2751,2074,3364,1751,3465,2287,2959,809,1354
SAOUHSC_02486,441,356,563,256,487,346,519,120,183
rpsM,1686,1010,1851,962,1993,1317,1548,569,997
rpmJ,707,563,889,473,993,600,687,224,379
infA,741,467,827,446,814,515,670,188,310
adk,1309,937,1519,789,1442,1012,1209,311,500
secY,3439,2385,3960,1873,3853,2619,3269,927,1530
rplO,988,618,1115,618,1126,785,1089,214,377
rpmD,1035,594,1032,551,1147,730,836,254,380
rpsE,1405,1086,1732,887,1641,1123,1519,269,465
rplR,1656,1147,1877,983,2155,1272,1665,370,611
rplF,477,458,681,341,613,368,575,82,124
rpsH,1546,1135,1814,912,1996,1182,1468,365,502
rplE,1877,1291,2218,1196,2299,1339,1566,362,547
rplX,1580,1158,1912,1008,1996,1168,1298,274,456
rplN,1094,726,1243,669,1364,866,892,203,326
rpsQ,988,749,1137,654,1225,677,715,165,253
SAOUHSC_02504,610,413,706,380,698,474,497,77,159
rplP,1048,769,1245,713,1311,861,912,179,293
rpsC,1661,1153,1959,1194,2188,1345,1231,271,489
rplV,1563,1052,1941,1207,2519,1443,1146,381,596
rpsS,1419,1088,1800,1111,2295,1378,1062,328,500
rplB,2125,1726,2811,1705,3122,2118,2116,439,636
rplW,558,472,751,506,995,550,527,115,201
rplD,1693,1334,2247,1541,3010,1857,1578,409,602
rplC,2321,1828,3198,2184,4222,2740,1960,602,970
SAOUHSC_02512a,2551,1680,2951,2247,4626,2751,1731,622,1075
SAOUHSC_02515,206,170,296,151,308,203,363,160,313
SAOUHSC_02516,1009,707,1161,3307,7332,4440,1000,293,541
SAOUHSC_02517,440,382,609,306,536,387,603,254,425
SAOUHSC_02518,1,1,2,1,3,1,0,0,0
SAOUHSC_02519,191,156,280,142,279,212,258,122,225
SAOUHSC_02520,587,554,903,450,739,633,1149,233,408
SAOUHSC_02521,228,194,323,191,314,253,366,111,204
SAOUHSC_02522,66,59,103,88,149,103,84,34,66
SAOUHSC_02523,35,16,37,22,23,20,24,7,19
SAOUHSC_02524,121,135,190,111,160,102,193,48,98
SAOUHSC_02525,585,493,862,443,956,740,676,281,556
SAOUHSC_02527,424,367,641,378,743,550,692,270,516
SAOUHSC_02528,45,37,70,37,54,45,60,26,51
SAOUHSC_02529,88,93,139,72,110,84,172,63,127
SAOUHSC_02530,9,6,7,22,40,20,11,6,5
SAOUHSC_02531,17,15,25,25,50,30,30,15,15
SAOUHSC_02532,28,37,48,39,90,49,61,21,43
SAOUHSC_02533,13,10,12,4,12,10,20,6,8
SAOUHSC_02534,10.50,6,8.50,8,15,6.50,12.50,5,10
SAOUHSC_02535,5,6,9,10,4,7,6,2,11
SAOUHSC_02536,466,412,658,279,521,405,646,256,477
mobA,112,120,184,76,152,98,214,56,89
SAOUHSC_02538,72,45,108,53,86,71,104,45,67
SAOUHSC_02540,124,137,235,106,234,192,184,81,173
SAOUHSC_02541,160,127,219,83,209,145,191,106,181
SAOUHSC_02542,265,277,466,218,418,312,421,210,354
moaC,256,209,347,337,617,463,409,148,334
SAOUHSC_02544,95,84,165,55,146,94,128,77,120
SAOUHSC_02545,172,160,243,119,275,175,229,124,200
SAOUHSC_02546,139,167,206,180,298,238,196,82,177
SAOUHSC_02547,181,133,297,196,367,248,244,95,214
SAOUHSC_02549,359,355,537,334,629,492,445,190,408
SAOUHSC_02550,53,63,91,54,103,92,104,24,46
SAOUHSC_02551,128,90,160,68,150,140,190,58,112
SAOUHSC_02552,103,65,109,57,94,87,122,37,82
SAOUHSC_02553,70,74,120,62,141,97,109,59,88
SAOUHSC_02554,623,445,680,738,1296,840,752,217,312
SAOUHSC_02557,8,14,9,7,10,9,17,2,7
ureA,1,1,1,3,4,4,0,1,6
ureB,2,2,2,1,11,8,4,4,10
ureC,29,22,30,21,42,29,26,12,32
ureE,14,11,20,9,23,26,19,5,18
SAOUHSC_02563,16,20,28,18,20,22,28,8,10
SAOUHSC_02564,33,28,46,27,48,45,55,18,47
SAOUHSC_02565,32,38,33,27,36,31,62,11,46
SAOUHSC_02566,357,415,530,193,444,299,651,231,455
SAOUHSC_02568,201,157,264,167,345,253,252,91,205
SAOUHSC_02569,30,15,27,28,56,38,13,4,15
SAOUHSC_02570,83,68,128,104,219,133,73,35,50
SAOUHSC_02571,661,515,728,1613,3208,1955,736,191,379
SAOUHSC_02572,26,18,22,22,30,21,42,16,29
SAOUHSC_02573,182,138,255,110,210,156,310,107,166
SAOUHSC_02574,200,174,288,131,265,183,325,108,178
SAOUHSC_02575,69,91,102,37,44,46,146,45,97
SAOUHSC_02576,204,267,352,105,216,168,449,265,496
SAOUHSC_02577,415,406,648,339,591,461,688,339,637
SAOUHSC_02579,413,363,589,486,862,632,584,229,422
SAOUHSC_02580,594,514,863,520,1018,677,925,319,506
SAOUHSC_A02450,77,54,103,65,110,66,139,15,51
SAOUHSC_02581,386,350,530,179,348,252,466,170,367
SAOUHSC_02582,2172,1980,3275,989,1934,1476,2797,1042,2213
SAOUHSC_02583,184,166,282,90,156,144,420,190,377
SAOUHSC_02584,69,65,102,56,95,69,108,32,94
SAOUHSC_02585,220,177,277,125,292,180,246,114,217
SAOUHSC_02587,326,311,493,290,564,417,507,193,331
SAOUHSC_02588,14,10,19,5,19,13,16,7,7
SAOUHSC_02589,502,456,677,372,717,510,509,195,323
SAOUHSC_02590,964,814,1396,500,943,667,1435,430,772
SAOUHSC_02591,115,100,193,107,216,169,188,71,153
SAOUHSC_02592,96,78,128,67,143,100,166,47,80
SAOUHSC_02593,49,33,59,35,61,53,69,37,56
SAOUHSC_02594,121,105,175,89,166,110,179,81,161
SAOUHSC_02595,34,39,44,29,47,43,52,19,63
SAOUHSC_02596,17,18,29,19,32,18,25,4,16
SAOUHSC_02597,70,46,88,31,67,64,89,30,64
SAOUHSC_02599,107,106,156,77,186,112,158,56,120
SAOUHSC_02600,404,357,612,250,529,417,807,344,580
SAOUHSC_02603,37,45,55,25,59,39,64,31,50
SAOUHSC_02604,55,52,92,46,61,53,130,45,76
SAOUHSC_02605,82,67,112,25,56,50,115,63,130
SAOUHSC_02606,23,27,40,33,33,40,35,15,33
SAOUHSC_02607,14,16,24,10,25,9,18,12,10
SAOUHSC_02608,18,13,25.20,12,31,16,26,8,26
SAOUHSC_02609,3,5,6,1,12,8,8,5,2
SAOUHSC_02610,62,59,101,114,237,183,105,52,99
SAOUHSC_02611,521,530,668,329,620,457,745,228,443
SAOUHSC_02612,174,144,206,151,296,208,283,115,189
SAOUHSC_02613,76,65,116,50,99,97,133,34,76
SAOUHSC_02614,327,295,428,251,583,422,338,146,334
SAOUHSC_02615,226,169,282,196,450,314,189,108,249
SAOUHSC_02616,0,0,2,0,0,0,3,0,1
SAOUHSC_02618,269,223,373,106,262,168,402,221,392
SAOUHSC_02619,160,132,245,68,145,85,253,120,207
SAOUHSC_02620,82,93,166,27,75,60,276,164,360
SAOUHSC_02621,24,19,26,9,36,21,31,11,32
SAOUHSC_02622,287,246,354,256,539,367,244,53,106
SAOUHSC_02623,398,351,546,280,546,424,548,236,416
SAOUHSC_02624,123,113,184,123,194,146,185,61,115
SAOUHSC_02625,72,75,98,54,138,102,120,46,75
SAOUHSC_02626,110,96,174,85,144,113,189,68,129
SAOUHSC_02627,465,438,633,230,463,371,685,221,461
SAOUHSC_02628,114,109,205,110,175,136,240,106,196
SAOUHSC_02629,456,340,562,846,1685,1023,597,146,249
SAOUHSC_02630,228,147,270,436,864,457,184,52,91
SAOUHSC_02631,106,75,135,143,213,141,137,50,129
SAOUHSC_02634,2,1,2,2,3,0,1,1,1
SAOUHSC_02635,133,126,216,126,293,191,236,77,200
SAOUHSC_02638,87,81,121,99,196,156,181,61,120
SAOUHSC_02640,8,6,9,19,29,30,12,2,4
SAOUHSC_02641,8,9,16,30,46,41,15,6,8
SAOUHSC_02643,49,37,49,26,66,40,63,19,46
SAOUHSC_02644,82,82,115,86,108,80,153,62,132
SAOUHSC_02645,36,37,55,19,37,31,52,25,51
SAOUHSC_02646,31,32,64,34,49,40,53,17,38
SAOUHSC_02647,203,206,322,174,349,282,348,127,230
SAOUHSC_02648,9311,10840,15553,655,2093,1473,7427.50,2987,7441
SAOUHSC_02649,206,186,316,151,298,216,339,141,279
SAOUHSC_02650,270,339,454,168,284,206,528,233,527
SAOUHSC_02651,61,52,92,60,90,63,80,30,70
SAOUHSC_02652,237,265,406,147,307,224,401,146,266
SAOUHSC_02653,32,23,37,18,43,41,53,14,34
SAOUHSC_02654,63,61,95,76,134,97,113,44,79
SAOUHSC_02655,0,0,0,0,2,0,2,0,0
SAOUHSC_02656,150,149,211,85,138,116,167,52,130
SAOUHSC_02657,0,0,0,0,3,1,0,0,2
SAOUHSC_02658,51,51,63,49,91,64,70,22,46
SAOUHSC_02659,115,117,153,139,262,199,184,74,153
SAOUHSC_02660,142,166,238,159,345,208,274,115,219
SAOUHSC_02661,92,107,167,91,149,127,178,37,73
SAOUHSC_02662,54,45,76,41,91,71,65,23,38
SAOUHSC_02663,16,25,26,20,25,19,25,17,22
SAOUHSC_02664,225,189,290,192,301,192,319,137,223
SAOUHSC_02665,63,62,83,45,88,60,117,44,91
SAOUHSC_02666,251,281,347,67,108,88,383,146,402
SAOUHSC_02667,1391,1254,1876,545,1035,721,1984,622,1311
SAOUHSC_02668,88,114,140,35,54,43,89,34,76
SAOUHSC_02669,503,565,664,192,318,198,1181,254,533
SAOUHSC_02670,87,103,147,84,165,118,152,65,125
SAOUHSC_02671,95,281,233,18,67,57,61,23,144
SAOUHSC_02674,22,22,21,25,34,16,22,13,27
SAOUHSC_02675,103,135,168,63,173,130,126,49,93
SAOUHSC_02676,159,257,320,157,352,251,206,88,234
SAOUHSC_02677,83,123,163,72,158,109,115,51,95
SAOUHSC_02678,34,78,69,37,75,57,37,9,62
SAOUHSC_02679,20,51,52,0,42,14,21,2,51
SAOUHSC_02680,45,173,159,8,85,28,44,12,141
SAOUHSC_02681,269,701,680,8,61,29,153,60,448
SAOUHSC_02682,54,119,148,9,67,22,60,37,183
SAOUHSC_02683,16,33,44,2,12,5,10,9,48
SAOUHSC_02684,162,352,378,14,76,25,97,54,265
SAOUHSC_02685,75,149,131,1,14,6,46,31,76
SAOUHSC_02686,43,26,49,42,73,63,72,26,67
SAOUHSC_02687,372,417,551,211,465,322,543,139,405
SAOUHSC_02688,39,55,54,18,35,21,37,9,39
SAOUHSC_02689,66,58,68,24,60,33,97,29,55
SAOUHSC_02690,166,121,216,177,323,235,179,62,121
SAOUHSC_02691,47,49,71,48,83,59,72,26,47
SAOUHSC_02692,36,34,68,43,94,71,69,25,64
SAOUHSC_02693,11,6,14,8,10,6,11,3,7
SAOUHSC_02694,227,179,284,193,353,236,270,116,228
SAOUHSC_02695,28,24,44,27,44,30,32,6,25
SAOUHSC_02696,66,74,90,35,104,46,108,32,68
SAOUHSC_02697,1423,1255,2070,1266,2325,1812,2933,812,1610
SAOUHSC_02698,828,829,1288,800,1436,1163,1963,525,924
SAOUHSC_02699,1009,851,1329,1211,1984,1481,2094,732,1223
SAOUHSC_02700,434,326,487,246,468,350,662,239,453
SAOUHSC_02701,13,11,16,8,18,6,7,5,16
SAOUHSC_02702,13,12,15,11,18,6,10,8,13
gpmA,2452,2472,3630,2594,4678,2876,3191,1237,2407
SAOUHSC_02704,95,79,137,91,164,148,166,63,108
SAOUHSC_02705,5,9,9,12,14,8,11,1,10
SAOUHSC_02706,181,166,288,93,187,127,197,92,166
SAOUHSC_02708,3,5,7,5,2,6,4,0,6
SAOUHSC_02709,11,12,11,3,14,7,10,5,9
SAOUHSC_02710,13,15,16,18,27,18,19,12,18
SAOUHSC_02711,4,5,6,4,12,10,10,1,9
SAOUHSC_02712,25,17,30,21,38,35,29,10,25
SAOUHSC_02713,16,12,21,10,22,17,15,5,11
SAOUHSC_02714,19,13,24,19,17,25,17,8,22
SAOUHSC_02715,10,12,19,5,12,5,18,8,14
SAOUHSC_02716,5,3,8,3,15,7,3,4,8
SAOUHSC_A02577,0,1,1,0,2,0,1,2,5
SAOUHSC_02717,0,0,1,0,0,0,0,0,0
SAOUHSC_02718,37,34,53,32,68,40,46,18,46
SAOUHSC_02719,18,23,21,14,22,26,26,19,21
SAOUHSC_02720,0,0,0,0,1,0,0,0,0
SAOUHSC_02721,53,57,63,58,77,49,45,12,31
SAOUHSC_02722,19,11,13,15,19,15,25,9,10
SAOUHSC_02723,143,120,237,113,227,167,219,79,170
SAOUHSC_02724,229,237,348,188,373,269,347,173,282
SAOUHSC_02725,595,489,797,437,751,638,801,298,484
SAOUHSC_02726,14,13,28,14,32,25,23,12,21
SAOUHSC_02727,176,157,262,183,351,295,334,101,175
SAOUHSC_02728,36,47,51,37,48,45,56,24,56
SAOUHSC_02729,42,43,64,42,64,57,99,28,52
SAOUHSC_02731,571,591,871,597,1163,811,874,332,682
SAOUHSC_02732,0,0,0,0,0,0,0,0,0
SAOUHSC_02733,590,476,744,395,747,616,697,287,573
SAOUHSC_02734,1,1,1,0,2,0,0,0,0
SAOUHSC_02736,107,108,147,74,165,91,167,56,126
SAOUHSC_02737,77,97,127,77,136,115,170,53,112
SAOUHSC_02739,367,286,507,225,394,307,583,193,379
SAOUHSC_02740,605,565,762,440,761,618,920,292,543
SAOUHSC_02741,40,32,50,22,49,41,35,20,40
SAOUHSC_02742,27,47,68,22,39,38,42,10,37
SAOUHSC_02743,16,16,20,20,18,20,17,5,21
SAOUHSC_02744,47,64,79,23,45,37,26,26,44
SAOUHSC_02745,0,0,0,1,1,1,0,1,0
SAOUHSC_02746,6,1,13,9,11,7,4,1,7
SAOUHSC_02747,76,63,68,66,145,93,92,31,52
SAOUHSC_02750,101,76,126,58,114,92,149,75,105
SAOUHSC_02751,177,186,235,70,138,90,243,101,251
SAOUHSC_02752,261,210,358,385,709,532,319,93,156
SAOUHSC_02753,19,14,12,18,22,17,20,10,20
SAOUHSC_02754,21,16,23,14,25,15,27,9,24
SAOUHSC_02755,189,161,287,143,256,180,336,116,251
SAOUHSC_02756,158,148,212,136,249,178,241,97,198
SAOUHSC_02757,120,109,197,117,213,165,183,76,137
SAOUHSC_02759,223,241,340,140,266,171,388,177,390
SAOUHSC_02760,142,125,211,110,194,158,247,64,144
SAOUHSC_02761,93,97,143,71,133,92,161,50,84
SAOUHSC_02762,77,71,111,59,127,101,158,42,95
SAOUHSC_02763,38,29,42,19,45,36,52,21,24
SAOUHSC_02764,39,32,47,28,49,47,67,24,43
SAOUHSC_02765,16,13,21,14,21,16,40,8,22
SAOUHSC_02766,43,34,50,24,52,38,66,28,52
SAOUHSC_02767,102,81,144,73,126,97,155,46,86
SAOUHSC_02768,10,11,6,5,15,13,26,10,19
SAOUHSC_02769,6,9,17,4,7,13,12,3,11
SAOUHSC_02770,10,10,11,7,15,8,16,3,10
SAOUHSC_02771,2,2,5,1,2,2,5,3,1
SAOUHSC_02772,9,6,21,11,21,12,12,12,17
SAOUHSC_02773,1233,1148,1817,1021,1872,1303,1912,829,1636
SAOUHSC_02774,54,52,74,37,67,46,68,43,92
SAOUHSC_02775,37,43.50,61,26,49.50,41,48,22,46
SAOUHSC_02776,50,42,46.50,25,55.50,30.50,57,25,38.50
SAOUHSC_02777,69,99.50,109.50,34,64,49.50,98,56,77.50
SAOUHSC_02778,208,203,317,58,126,95,240,149,285
SAOUHSC_02779,83,70,101,57,116,84,78,46,77
SAOUHSC_02780,46,66,64,11,16,9,50,10,19
SAOUHSC_02781,134,215,215,6,30,15,115,33,127
SAOUHSC_02782,9,17,13,3,13,11,17,10,9
SAOUHSC_02783,50,45.50,67.50,23,54.50,38,68.50,34,60.50
SAOUHSC_02784,39,21,36,14,41,23,40,27,42
SAOUHSC_02785,24,18,31,9,19,14,33,9,22
SAOUHSC_02788,74,68.50,133.50,47,94.50,52,129.50,69,111.50
SAOUHSC_02789,36,43,71,23,53.50,32,74,24,52
